username;tweet;fecha;anuncio;ubicacion;id
Elizabeth789741;alferdez alferdezprensa por favor qxsea a partir del sabafo la cuarentena los q fuimos hoy a trabajar no hemos podido organizarnos;2020-03-19 23:04:48+00:00;Anuncio_1;Buenos Aires, Argentina;1240776263910002691
sergistack;usas google chrome lo siento por las mayusculas pero existe un nuevo navegador que es mas rapido y mas privado que chrome bloquea los anuncios y los rastreadores lo cual ahorra tiempo de carga la interfaz es exactamente igual que la de chrome brave lo supera en todo;2020-03-28 20:07:18+00:00;Anuncio_1;Buenos Aires, Argentina;1243993087531266049
vickyuliyapo;comodice inesazpelicueta que comiencen ya a elaborar remedios genericos asi no nos toma de sorpresa identica respuesta que tuvo el gobierno con la elaboracion del alcohol en gel o barbijos c parte del ministerio de defensa vamosss alberto;2020-03-19 22:57:33+00:00;Anuncio_1;Buenos Aires, Argentina;1240774441266745345
RUCHOCASLA;alferdez alferdezprensa a los que enganchan en la ruta yendose de vacaciones metanles una multa de 100 lucas y si se hacen los locos cuarentena presos con los giles mano dura companero abrazo;2020-03-19 20:28:12+00:00;Anuncio_1;Buenos Aires, Argentina;1240736853705318400
Populismomata;alferdezprensa porque no hacen que el indek mida el coronavirus asi lo bajan tan facil como ya hicieron con la inflacion;2020-03-19 17:46:55+00:00;Anuncio_1;Buenos Aires, Argentina;1240696267136577538
MonicaDamiano3;alferdezprensa chapeau presidente lo saludo como mujer que voto a la comporto como duque;2020-03-19 17:24:15+00:00;Anuncio_1;Buenos Aires, Argentina;1240690563621335051
GriseldaLassaga;malisima estrategia de comunicacion alferdezprensa;2020-03-19 09:51:26+00:00;Anuncio_1;Buenos Aires, Argentina;1240576607158505472
LMnuncaP;chile tiene 6 laboratorios y lo amplia a 12 la semana que viene nosotros seguimos con 1 el malbran seguramente superamos al dia de hoy los 500 casos con trafico interno que esperan ginesggarcia alferdezprensa;2020-03-19 08:14:24+00:00;Anuncio_1;Buenos Aires, Argentina;1240552185739595776
IvanBurgofkrebs;alferdez alferdezprensa denuncio un empleador vivo aqui los choferes no se animan a denunciar por miedo a perder su trabajo pero yo soy pasajero y lo puedo hacer tranquilamente buenjueves cuarentenatotal cierretotal noseasgilquedateencasa coronavirus dia3;2020-03-19 04:48:23+00:00;Anuncio_1;Buenos Aires, Argentina;1240500341411581952
Elizabeth789741;alferdez alferdezprensa patobullrich no solo moratoria un tributarista exige otras 9 medidas de alivio impositivo para salvar empresas y empleos durante la pandemia infobae;2020-03-29 17:52:53+00:00;Anuncio_2;Buenos Aires, Argentina;1244321645231321095
sergistack;usas google chrome lo siento por las mayusculas pero existe un nuevo navegador que es mas rapido y mas privado que chrome bloquea los anuncios y los rastreadores lo cual ahorra tiempo de carga la interfaz es exactamente igual que la de chrome brave lo supera en todo;2020-03-28 20:07:18+00:00;Anuncio_2;Buenos Aires, Argentina;1243993087531266049
Pamela41935110;hola banco comafi monte grande;2020-03-29 15:08:41+00:00;Anuncio_2;Buenos Aires, Argentina;1244280324567240706
Pamela41935110;no es justo otro banco pueda cobra por huella dijital y otro banco no lo hacen;2020-03-29 13:56:34+00:00;Anuncio_2;Buenos Aires, Argentina;1244262176455561216
Pamela41935110;no hay repuesta se lava la mano ustdet y el banco anse tambien carajo piensa hacer;2020-03-29 13:55:57+00:00;Anuncio_2;Buenos Aires, Argentina;1244262019525677059
Pamela41935110;piensa mataron de hambre no por el virus si no por hacer todo mal no hareglo nada iva ser para los jubilado y pensionados deja a asen no da solucion no es patos lo banco esa huella cobra mira cobra y otro no cobramos carsjo pienses hacer matarno pasando re enoja furiosa;2020-03-29 13:55:13+00:00;Anuncio_2;Buenos Aires, Argentina;1244261834141708288
Pamela41935110;una pregunta hasta cuanto va esta esto ya no pode mi mas y los banco no atiende ni por telefono y no abre que sea un rato despues cierra les cuesta pedi mi tarjeta de debito no me la dieron ustde tiene plata yo y mi mama no tenemos plata no voy cobra no tengo tarjeta de debito;2020-03-29 13:52:40+00:00;Anuncio_2;Buenos Aires, Argentina;1244261195818901506
luchocremaschi;diganle a federico fernandez que al menos firme el petitorio para ser un poco mas serios;2020-03-29 07:45:44+00:00;Anuncio_2;Buenos Aires, Argentina;1244168853292228610
Antoo2108181;chee alferdezprensa y aca que pasa y la cuarentena y la policia;2020-04-10 23:03:23+00:00;Anuncio_3;Buenos Aires, Argentina;1248748440324096000
MatiasERuiz;dia de sentimientos anticuarentena en su cenit muy a pesar de ello se olfatea una acentuacion de la invectiva confiscatoria oficial sobre esa medida que evalua tomar mr president no lo haga casi un ruego no rompa todo cc alferdez alferdezprensa;2020-04-10 21:13:05+00:00;Anuncio_3;Buenos Aires, Argentina;1248720681975545862
RosanaFalabella;horaciorlarreta alferdezprensa alferdez como este tema se extiende hasta el dia de hoy a lo mejor tenga ganas de ayudarme la scjn me manifesto que so quiero denunciar noooo es momento de construir tenemos un gran presidente alferdez;2020-04-25 20:07:17+00:00;Anuncio_4;Buenos Aires, Argentina;1254139943187894272
emmariviello;elpeorpresidentedelahistoria es tendencia en twitter sera en parte porque alferdez paso de negociar con el mercosur a negociar con los presos kicillofok santicafiero alferdezprensa felipesola;2020-04-25 17:19:10+00:00;Anuncio_4;Buenos Aires, Argentina;1254097631887884288
Ly_Cerv;mauriciomacri siempre demostro su amor por su gente en cientos de maneras asi nosotros con el porque se nos hace imposible olvidar sus 4 anos de gobierno a pesar de todas las abominaciones que le hizo la opo salvaje q soporto estoicamente mauriciomacrielmejor;2020-04-25 14:32:21+00:00;Anuncio_4;Buenos Aires, Argentina;1254055654697906176
HBoleggi;alferdez alferdezprensa c5n todonoticias americatv infobaeamerica canal9oficial jonatanviale gcba batransito mindetransporte horaciorlarreta esta es la manera correcta de transportar materiales con sospecha de coronavirus;2020-04-25 13:28:23+00:00;Anuncio_4;Buenos Aires, Argentina;1254039555331756032
9020Laura;no se negocia con delincuentes alferdez alferdezprensa;2020-04-25 02:21:44+00:00;Anuncio_4;Buenos Aires, Argentina;1253871788729290753
albertoelma;alferdezprensa senor presidente el petroleo en el mas bajo precio del siglo pero la nafta y derivados de hidrocarburos no bajaron pero si nuestros sueldos porque senor;2020-04-25 00:03:53+00:00;Anuncio_4;Buenos Aires, Argentina;1253837095619252225
rodrigosabas80;bien juan gracias por el apoyo abrazo grande hermano;2020-05-23 23:09:11+00:00;Anuncio_6;Buenos Aires, Argentina;1264332578133364736
hotelpricedrops;dont miss hotel deals like these our price discovery engine works 247 to bring you the best hotel deals get free alerts now;2020-01-05 00:43:01+00:00;Anuncio_6;Buenos Aires, Argentina;1213621890922811392
rodrigosabas80;gracias fenomeno gracias por ayudarnos abrazo grande;2020-05-23 22:19:52+00:00;Anuncio_6;Buenos Aires, Argentina;1264320166801952769
edith_sga;sin dudas;2020-05-23 21:23:58+00:00;Anuncio_6;Buenos Aires, Argentina;1264306098095501312
rodrigosabas80;fvallejoss aleberco dellatorrerulo chiesajuan joseluisramonok alferdezprensa santoroleandro cfkargentina les dejo un twit de una hipotecada muy complicada muchos banco no cumplen la ley pesce que es ta haciendono es un contrato entre privados el uva lo regula el bcra;2020-05-23 16:29:32+00:00;Anuncio_6;Buenos Aires, Argentina;1264232004675084288
LaAcuariana78;muchas gracias espero q tambien me lea alferdez alferdezprensa cfkargentina licdanielarroyo magariovero kicillofok mdsnacion;2020-05-23 14:04:08+00:00;Anuncio_6;Buenos Aires, Argentina;1264195412199723008
emmariviello;es tendencia numero 1 defaultdealberto saben algo de esto alferdez alferdezprensa kicillofok sergiomassa santicafiero martinmguzman;2020-05-23 01:05:22+00:00;Anuncio_6;Buenos Aires, Argentina;1263999428135997440
LaAcuariana78;se lo rechazan y lo necesita muchisimo se encuentra en situacion de calle obvio le dimos un lugar no la dejamos tirada pero el anses cuando atendio en vez de ayudar nos saco de encima alferdez alferdezprensa ansesgob licdanielarroyo;2020-05-23 00:35:27+00:00;Anuncio_6;Buenos Aires, Argentina;1263991899431542785
ailaviulilita;como denominar a la cuarentena mas larga del mundo gobierno de inutiles;2020-06-26 22:50:44+00:00;Anuncio_8;Buenos Aires, Argentina;1276649123761045504
GamesRedDeer;waiting for fallguys on nintendo try now joy of clumsyrush cosy party game fallguysgame nintendo nintendoswitch;2020-08-16 10:27:51+00:00;Anuncio_8;Buenos Aires, Argentina;1294943952274165760
ROrrijola;y que pensas que cambiemos te va a dar me duele la gente corta de inteligencia diga estas cosas no es verdad que vos no puedas cobrar la ife no es verdad que vos no cobres por tu hijo auh ser desagradecida no es buen ser humano;2020-06-26 22:31:57+00:00;Anuncio_8;Buenos Aires, Argentina;1276644393802440705
MarieBalzano;sr alferdezprensa su ayuda no alcanza y sus medidas no sirven le cuento sin ser cientifica que saliendo a comprar alimentos uno tambien se puede contagiar denle el ife a los politicos y vemos para cuantos dias les alcanza por dios uds son unos incompetentes covid19;2020-06-26 19:43:29+00:00;Anuncio_8;Buenos Aires, Argentina;1276601999061069825
MarieBalzano;sr alferdezprensa sus datos son totalmente dibujados xq no se ocupa de los pobres q uds generaron y deja que los laburantes nos cuidemos solos con las prepagas q estamos obligados a pagar gracias al sistema de salud deplorable que gobiernos de su partido generaron covid19;2020-06-26 19:31:05+00:00;Anuncio_8;Buenos Aires, Argentina;1276598877949440000
MarieBalzano;sr presidente alferdezprensa si en estos casi 100 dias de cuarentena fallecieron 1000 personas de covid19 tiene idea de cuanta gente murio de otras patologias;2020-06-26 19:25:38+00:00;Anuncio_8;Buenos Aires, Argentina;1276597508660236288
Elizabeth789741;alferdez alferdezprensa alferedez cfkargentina carloseguiauno emikicker feriglesias edufeiok gobierno manga d ineptos y sinverguenzas y nos adentro polo obrero corta el pte pueyrredon 0 dist social la policia mirando la min de seguridad sigue durmiendo;2020-06-26 15:16:24+00:00;Anuncio_8;Buenos Aires, Argentina;1276534785733771265
revistath;la camara de diputados de la nacion aprobo la ley de plasma de luisvivona presentada por maxikirchnerok sergiomassa munimalvinas nardinileo cfkargentina aliciakirchner alferdez alferdezprensa kicillofok senadoba malenamassa;2020-06-26 13:50:15+00:00;Anuncio_8;Buenos Aires, Argentina;1276513107280568321
patriciamirta;fuerza presi los que tenemos conciencia sabemos que la cuarentena es lo unico que nos puede salvar hasta que lley la vacuna;2020-07-17 23:43:04+00:00;Anuncio_9;Buenos Aires, Argentina;1284272439439118336
GamesRedDeer;brawl chess coming soon follow to play brawlchess retweet if you play chess chess chiesu szachy echecs schach shakhmaty Qi ajedrez switch nintendo xbox chesskids steam playstation5;2020-08-01 23:59:33+00:00;Anuncio_9;Buenos Aires, Argentina;1289712402548719618
MirtaBerton;pero alberto nosotros te votamos a vos para que nos escuches porque durante 4 anos a nadie le importo lo que nos pasaba nos quedamos sin trabajo y cerraban muchas empresas pero hoy se dieron el gusto de que dieran respuestas a sus reclamos de levantar la cuarentenatriste;2020-07-17 22:31:20+00:00;Anuncio_9;Buenos Aires, Argentina;1284254386529751040
SusanaCortazzo;cuidese presidente;2020-07-17 22:06:38+00:00;Anuncio_9;Buenos Aires, Argentina;1284248169388408833
Elizabeth789741;alferdezprensa cuando pone a trabajar a los vagos de la anses como puede ser que no hayan desarrollado tramites digitales y los empleados de tribunales siguen de fiesta perdon feria;2020-07-17 21:43:16+00:00;Anuncio_9;Buenos Aires, Argentina;1284242290714849280
carlosjuanpati1;senor presidente por favor que el governador deje de mentir no hace falta 15aviones tres barcos de insumos traidos de china basta de mentir no se lo permita mas el pueblo quiere verdades como lo hace usted;2020-07-17 21:34:33+00:00;Anuncio_9;Buenos Aires, Argentina;1284240096292724738
ArielCosoli;uruguay tiene mas muertos por millon;2020-07-17 20:06:08+00:00;Anuncio_9;Buenos Aires, Argentina;1284217845518393344
Darko07918034;todos menos los 50 payasos que salen a protestar los sabados;2020-07-17 19:56:07+00:00;Anuncio_9;Buenos Aires, Argentina;1284215322132779008
Andrea_Isoldi;gracias de corazon;2020-07-17 19:51:38+00:00;Anuncio_9;Buenos Aires, Argentina;1284214196834570242
JulioMichat2;porque no puedo seguir al gobernador de bs as por twitter;2020-07-17 17:04:06+00:00;Anuncio_9;Buenos Aires, Argentina;1284172036739420162
adrianagr123;alferdezprensa y laayuda a comerciantes 24000 locales cerraron es hora de ayudar sin deudas;2020-07-17 12:17:07+00:00;Anuncio_9;Buenos Aires, Argentina;1284099813101973504
LiliBascialla;te quiero alberto;2020-07-31 23:41:32+00:00;Anuncio_10;Buenos Aires, Argentina;1289345482272120834
GamesRedDeer;do you remember the times when highscore was what really mattered cyberprotocol77 is coming to steam on september 17 add it to wishlist retrogaming arcade;2020-08-23 22:31:53+00:00;Anuncio_10;Buenos Aires, Argentina;1297662876635799552
AlejandraCappe2;es una pandemia;2020-07-31 22:15:55+00:00;Anuncio_10;Buenos Aires, Argentina;1289323937621401600
AlejandraCappe2;el sr ghines dijo al principio que era una gripe;2020-07-31 22:07:44+00:00;Anuncio_10;Buenos Aires, Argentina;1289321877626925057
CiudadanaD;sr presidente no me asomo desde que comenzo la cuarentena x mi misma y mi esposo q es de riesgo el por suerte trabaja pero puede no trabajar yo hace anos estoy desempleada pero me arreglo con mis ahorros fuerzas noalaborto dios bendice la vida y condena la muerte;2020-07-31 21:43:43+00:00;Anuncio_10;Buenos Aires, Argentina;1289315834469507077
Elizabeth789741;alferdez alferdezprensa edufeiok carloseguiauno asi no es;2020-07-31 21:17:43+00:00;Anuncio_10;Buenos Aires, Argentina;1289309288964317184
JUBI_harta;casarosada alferdezprensa agenciatelam fotografiarse con un granadero en pose de es un agravio al gral san martin verguenza;2020-07-31 20:32:19+00:00;Anuncio_10;Buenos Aires, Argentina;1289297866029060098
JUBI_harta;alferdezprensa kichienanojardin es un bestiame da verguenza gobiernodelamentira gobiernomiserable gobiernodemierda;2020-07-31 19:02:07+00:00;Anuncio_10;Buenos Aires, Argentina;1289275166695063559
mirystrat;kicillofok y alferdezprensa nos piden comprensionyo que bajen el tono y no nns reten mas y que recuerdes que en caba tambien tenemos muchos bonaerenses internados como d elia x poner un ejemplo ambos subrayaron q el contagio viene d ls portenosy la cuarentena en pcba;2020-07-31 18:04:59+00:00;Anuncio_10;Buenos Aires, Argentina;1289260787308077057
doctor_escabio;kicillofok ustedes desafian a la sociedad con soltar presos arengando al terror y a la inaccion con berni a la cabeza para ni siquiera detener la violencia en las calles pensarlo alferdez alferdezprensa dictadurak infectadura coronavirus plandemia;2020-07-31 17:45:36+00:00;Anuncio_10;Buenos Aires, Argentina;1289255906618695681
JUBI_harta;ayyyyyy ayyyyyyy ayyyyy;2020-07-31 17:45:27+00:00;Anuncio_10;Buenos Aires, Argentina;1289255869415190530
Elizabeth789741;alferdez alferdezprensa cfkargentina edufeiok elisacarrio lilianafranco20 estebanbullrich marioraulnegri es una autoritaria utiliza los metodos d 1 dictadura los maneja a all inclusive a ud q gran decepcion no lo vote pero no pense q s djaria llevar x ls narics;2020-07-31 14:43:52+00:00;Anuncio_10;Buenos Aires, Argentina;1289210174314409985
hernimang;jajajaja vos viste la cantidad de casos entre pba y caba o solamente sos retardado encima lo redime jajaja no papi al contrario le hicimos la cruz x no separarse de esta horda de corruptos inutiles;2020-08-14 20:13:46+00:00;Anuncio_11;Buenos Aires, Argentina;1294366627664887808
fabiansomoza;la oms dijo que los asintomaticosno contagianejemplo menem;2020-08-14 20:00:31+00:00;Anuncio_11;Buenos Aires, Argentina;1294363293163950082
JUBI_harta;alferdezprensa kicillofsemuereparatodalavida bastadeasustarnos cual fue el rating del anuncio de albertofernandez horacio rodriguez larreta y axel kicillof por la extension de la cuarentena infobae;2020-08-14 19:24:46+00:00;Anuncio_11;Buenos Aires, Argentina;1294354295677214721
ailaviulilita;a ver tortugas si hisopan en la provincia 8000 por dia y en la provincia viven 16 millones los hisopados van a terminar en el gobierno de vidal gobierno de;2020-08-14 18:52:24+00:00;Anuncio_11;Buenos Aires, Argentina;1294346148879249409
NadiaTarbuch;unico periodista que siempre nos visibiliza gracias sorteoeba plazofijoeba adjudicadoseba queremosnuestracasa procrear argentinaunida alferdezprensa horaciorlarreta mariaebielsaok juanmaquieyra ivcbuenosaires procrear resisteeba;2020-08-14 18:48:30+00:00;Anuncio_11;Buenos Aires, Argentina;1294345168917798918
PioZarauza;alberto deja de mentir sos un desastre completo cada vez entiendo mas a cristina xq te puso ahi;2020-08-14 18:23:30+00:00;Anuncio_11;Buenos Aires, Argentina;1294338875712733185
JUBI_harta;alferdezprensa diganle a alberto q deseo fichas con covid;2020-08-14 10:10:01+00:00;Anuncio_11;Buenos Aires, Argentina;1294214687614214144
